text_id,text
945,"I was also diagnosed with gestational diabetes. I made an appointment with the doctor at the ICZMP - a private visit, cost 100 PLN. I was treated as an intruder, the doctor answered my questions and did not advise me on anything (not even the diet, nor how often and at what time should I measure sugar). ...left me with the same fear and ignorance as before the visit. In the meantime, on a visit paid for by me, she answered the phone all the time. She appeared there because another diabetologist, who couldn't accept me, ordered me to go to the clinic or to go to the hospital immediately (weight loss, too much sugar). This doctor said that I could lose weight (and generally I am slim and gained little weight), and the sugar I have sometimes exceeded (as if I hadn't seen my results with a multiple meter measurement). In my notes from my diet for a few days and the value of sugar she just peeked at on the phone. When she asked me what value of sugar is supposed to bother me - answer: none, and what value of sugar means that I have to go to the hospital immediately - answer: none. All the time she felt as if she wanted to push me out of the office. I don't know what she paid me the 100 PLN for. I wish I had told her that."
947,"In room 5 there was a broken night lamp, an electric kettle with a broken cable, which had to be moved for it to work and someone did not clean the toilet after the last customers. She complained to me, the nice staff proposed room 4. It seems all right, but using a tap, shower or toilet, there is a noise as if somebody was demolishing the wall, plus an unpleasant smell. For a person with service, ""it's normal"". For me it's not very normal. Breakfast on what was served very expensive. Kitchenette with fridge in both rooms so you should take care of breakfast yourself. The biggest advantage is a pleasant, new, clean bedding. The rooms are large, nicely and well arranged. Good location ."
948,"She made an appointment for me because she was planning a VaserLipo treatment for my stomach and back. I am not an obese person, I wear size M / 38 and I rather see myself as a slim person with unevenly distributed fat - just around the abdomen and back. During the visit, the doctor was relaxing my figure when she was sitting on a chair and she found out that with my appearance I am rather qualified for an abdominal surgery (sic !), but she never gave birth to m , and sitting is difficult to find the lack of rollers . When she got up and undressed, I heard that I have a quote: ""mess on my back"". I have no waist or buttocks. I would add that she would describe her figure as an ""hourglass"" rather than an ""apple"", so I consider such terms to be calculated to drive the patient into even greater dissatisfaction with her own body and persuade her to extend the procedure to other areas. I'm not going back there."
949,"The four-day stay in this hotel was the second and certainly the last. Three years ago it was very decent, but now it's a terrible experience. After entering the room during the opening, the balcony window fell out 2m on 1, 5m was completely uncovered, interesting how to clean the room if such a trifle was not noticed. The room was of course changed for us to be just as nasty. For 4 days staying for 2 there was no hot water and the staff only claimed to do something about it. The food is the level of an average milk bar, basically hard to say unsavoury. Just tasteless. No possibility of ordering anything to the room, the bar is open until 10 pm. The rooms are pretty dirty, it's really not enough to vacuum off the bright carpet, the pets banging on the balcony. Wallpaper in a few places standing out from the wall. In front of the entrance to the hotel and in the parking lot, an ice rink. You can see a total lack of maintenance and investment in the facility."
950,"Shortened my stay in the hostel by two days due to the terrible conditions. The hostel refused, of course, to reimburse me for the days that I had already paid em and in which I wasn't there, which I informed the staff. The hostel charges hidden fees for many things, such as bedding we get for the price, but for the pillowcases to it you have to pay 3 € extra, which we will find out about at the reception. A room exposed to the sun was so hot that you could not stay in it in the afternoon. The reception desk doesn't have any medicines, it couldn't advise me where to buy them on Sunday nearby. The showers and toilets are claustrophobically small, 'bigger' people will have difficulty using them. There was a stove in the room, but there was nothing else in the room - a mug, a spoon, a plate, nothing just that. Everything has to be rented at the reception desk on the 4th floor below, of course for a fee. I do not recommend."
951,"That year the doctor was leading my pregnancy, she was satisfied because she was really nice. In 12 weeks of pregnancy she had a prenatal examination and it turned out that NT was above the norm (2, 9 at crl 68) without explaining anything to us, the doctor suggested amniocentesis and asked if I will undergo an apprenticeship if it turns out that the baby has downy syndrome. She knew that I wouldn't come back to your doctor. After a few days, she was on a visit to a specialist in fmf and NT 2 , 3 at crl 79 , i.e. she is in the standard. Doctor could have informed us? that even with 5 NT we have a 90% chance to give birth to a healthy child, instead of scaring us and suggesting appointments. Our son is healthy ? ? ? ? Agata"
952,"A beautifully situated hotel where you can fall asleep and wake up in the noise of the waves. Unfortunately, there is a theft on the premises. During our stay several rooms were robbed. Cameras and cash were mainly lost. Lack of any reaction from the hotel staff - the cases ended with police interventions. Some of the rooms are very nicely renovated. Every day cleaning . The food is quite average but you can eat to the full without any problems."
953,"The Doctor's very nice. However, the visit took place at an express pace (I don't know if everything lasted 3 minutes), so much so that it is difficult to ask about everything. Maybe it should still be the case with a visit within the NFZ, but rather not with a paid visit."
955,"The hotel is located on a scenic slope but far from the center of Szczyrk, unfortunately, the times of splendor are over. It is a typical conference facility, adapted for families with children. The rooms are varied, some with terraces, balconies and others without, standard rooms. The swimming pool and sauna complex with specific balcony decoration. Breakfast is standard in hotel category. The facility for people with little sophisticated culinary and aesthetic needs."
956,"If I'm to be honest, I went to your doctor because there was no room for my gynaecologist. . she came to me with a lack of menstruation, with an ultrasound she even pretended to me that she didn't need to come to me because if she had done a skillful pregnancy test she would have known that a lack of menstruation is a pregnancy. . . However, after a while she added that she doesn't know if it's for sure a pregnancy because it looks like either a 4-week embryo or an air bubble. And that's where the test ended. . On leaving the office the doctor added ""Do your pregnancy test, if it turns out to be positive it is a pregnancy and if it turns out to be negative it is an air bubble"". I'll add that on Good morning, when she entered the office, the doctor pulled out the phone and even though she had a patient for about 10 minutes she was talking on the phone."
957,"As long as I can remember, I've been tired of the ""bruises"" under my eyes. Before every time I left home I had to put a huge amount of concealer around my eyes to hide them. . . It was my trouble. Dr. Rzepnikowski recommended me a carboxytherapy treatment and light eyes ultra. Both treatments she repeated me several times and I must admit that the effects are great! I see a huge improvement . The skin around the eyes is brightened, and the ""bruises"" have practically disappeared. As for Dr. Rzepnikowski, he is a very nice and always smiling person. Before starting the treatment he will explain exactly what it is and what effects we can expect. I recommend Fabskin to everyone."
958,"The Doctor is a very nice woman, she explains everything and devotes as much time as she needs to the patient. She does not underestimate the patient, she asks for all the details. She is very gentle when examining, she is talked to without stress. The great advantage of Mrs. Dr. Dr. is that she realizes that not everyone can afford expensive treatment and refers her to the NFZ clinic for a thorough examination. She gives advice on where to go and to which other specialists for more advanced diseases. I strongly recommend the Doctor, especially for young girls who do not want to be neglected and do not want to destroy their health."
959,"I think he is a very good doctor, he makes good diagnoses according to the latest standards. You can talk to him calmly, he explains everything and devotes a lot of time to each patient. I have been treating Mr. Wincewicz for a year now. Previously I was treated in one of the Warsaw medical centres, where gynaecologists were tragic, they could only treat with medicines that did not help, and if they did colposcopy and it was not correct, it is best to cut everything out, not trying other methods and not asking whether the patient gave birth or not. I am very pleased with the Doctor, because he knows his stuff. You know you have to pay for all the tests, but I go to him with pleasure and pay even though I have a pass bought by the company in one of the medical centres in Warsaw. At least there is someone here who has time for me, and not like in the center 5 minutes and the next patient."
960,"Hello, Dr. Marcin seems to be a professional, he quickly recognized the problem (epididymitis) - but the antibiotics he prescribed did not cure me. After another visit one of the preparations from the first treatment was prescribed - but he did not help either. He told the doctor that in chronic colitis it is dangerous to give long series of antibiotics. In my case, it resulted in the exacerbation of colitis and the accompanying inflammation of the shoulder and ankle joints - I work as a physiotherapist so it interferes with my work . As for me, the therapy was not effective, the antibiotics failed, they did not help and worsened my health. Once again, I find out that after the first misguided antibiotic, the doctor should immediately order the culture. The doctor did not do it."
961,"Thanks to the program, guests of participating Starwood hotels in Europe, Africa and the Middle East have the opportunity to pay $1 (or equivalent in local currency) to their hotel bill as a donation to UNICEF. In addition, Starwood and UNICEF launched a fundraising campaign in 2008 called ""Road to Awareness"". Over the past 18 years, hotel guests and Starwood employees have collectively raised more than $30 million for UNICEF to improve the lives of children with special needs worldwide and to provide access to education. Earlier this year, Starwood introduced the Make a Green Choice program, which allows Starwood hotel guests around the world to opt out of daily cleaning services."
962,"You could use a refurbishment. . . . .everywhere. A small, harsh TV, a broken shower with almost no water coming out of it, and the name ""Restaurant"" is unfortunately very much out of place. . . . .more like a canteen. . . . .or a milk bar would tell me. Even pancakes are weak. . . Breakfast is poorly prepared, it's hard to choose something, the tablecloth is pinned with pins that have stuck to my thigh. The neighborhood is a neighborhood and workshops. The ladies cleaning only good probably have, because they have cleanliness without any flaws at the time when it was m . Well, it was only one night on a business trip. . . You can choose better in this standard / price"
963,"Really nice leading. . . . Student friendly. . . She's smiling, nice and helpful. . . . She explains well, but if you don't understand something, you can always go for a consultation and then there is no big problem. . . . I recommend it! 8 )"
964,"Unfortunately, I'm not gonna show up with a good opinion. A private visit was based only on a superficial diagnosis of the doctor, he did not want to listen to what I have to say. So there was no dialogue between the patient and the doctor. He did not spend enough time and I have the impression that my problem was treated in a way, again I will use this word, superficial. Clearly he was in a hurry, he erased 120 PLN and next please. . . I was counting on this doctor, given the many good opinions about him. Well, I've just counted myself out. . . . . ."
965,"Stasio. . . a lot of odds with him had 'em, all counted 'em in 1 term. He is quite a specific gentleman closed in his world and likes to irritate with his jokes and sayings such as . about carmine [ not red ! : ) ] chalk etc . but overall he made a very positive impression on me . Supposedly until recently he was a fear, mainly due to Physics I and II, but during my term of office he softened, although as for me it was still quite difficult. Algebra I - the assessment rewritten from exercises so no problemo . Physics I and II - The exam from the whole semester, a lot of material, but it gives issues that are repeated on the exam, which does not change the fact that it is a severe grade, I still haven't come to the point that after writing everything for 80% of the questions I got a minimum of 3.0, but there are also good grades. On the first date, I do not pass much, especially in Physics and (I succeeded only thanks to the fact that he added 20% of the points from the exercises to the pool of points from the exam). In lectures he likes digressions and his jokes, sometimes he gets confused in his own moves: ) Physics I - Exercise - we escaped from the exercises 2 times after having a fight with the porter: ) you came from downstairs and said that ""your trainee shouted at the doorman and ran away in an unknown direction"": ] He/she can solve sentences so that one list can be done and a few exercises, gives points for the task as reported and it pays off later because he/she can remember the plucker so as to point out a person in the lecture hall and call him/her by his/her name: ] It is worthwhile to go to the consultation, especially before the second colloquium, all those present got a lot of points, despite the not always large number of points from the first colloquium (I got 1 - 10 / 20 points and 2 - 20 / 20 points; ]), which gave a nice quadruple. Generally speaking: there is nothing to be afraid of Gladzio, it's cool, man! : )"
966,"I have had this printer for about 2 years. I've printed over 7000 pages on it. He used em for it one original toner and two replacements. The print quality was satisfactory until one moment. I manage to print about 1500 pages on the original toner (later on there is a significant deterioration in print quality). And surprisingly, this is not caused by the exhaustion of the colouring agent . When it comes to printing on envelopes, I am not satisfied . It is very often the case that an envelope has folds. It doesn't look good. The paper container is sufficient, but sometimes it happens that the paper level indicator stops at the very top. It is quite loud when you pull in the paper. It is generally quite a good printer for home use."
967,"The research and development project ""Introduction of the latest microchip technology (aCGH) to etiopathogenesis and clinical diagnosis of selected diseases with serious medical and social consequences"" was carried out from 2008 to 2012 in the Department of Medical Genetics of the Institute of Mother and Child, headed by Prof. Tadeusz Mazurczak, and then by Prof . Ewa Bocian . Over 30 people participated in the research. The project was carried out in cooperation with the Department of Molecular Genetics and Human Genetics at the Baylor College of Medicine in Houston, Texas, the Department of Medical Genetics, the Department of Pediatrics and the Department of Pediatric Cardiology at the Jagiellonian University Medical College, the Department of Cardiological Pediatrics at the Children's Health Centre in Warsaw, the Faculty of Electronics and Information Technology at the Warsaw University of Technology and the Faculty of Mathematics, Computer Science and Mechanics at the University of Warsaw."
968,"I do not recommend for sure it is not a hotel 4 * maybe the staff is trying, but it is very relaxed and dirty for the canteen, food in small quantities I recommend in all inclusive pity money you need to look for a bartender or whoever would come up to the ball and do something drunk only the hotel to sleep and explore the area because it is beautiful."
969,"The unique advantage of the database based on the full genome of 126 healthy, long-lived ( 90 + ) Poles is the combination of clinical, biochemical and genomic data. It is a genetic pattern of a person in good health. It has the form of a database to which the genetic data of each Polish patient can be referenced in order to offer him/her a precise genome diagnosis. Life expectancy and the number of older people will increase in the near future. As dr hab . Małgorzata Mossakowska from the Institute of Cellular and Molecular Biology, people over 90 years of age, without serious problems with everyday life activities (at least 4 points out of 6 possible), without serious problems with memory and cognitive functions (at least 20 points out of 30 possible), who before the age of 80 did not have type 2 diabetes, stroke, myocardial infarction or cancer and had normal or almost abnormal biochemical test results, were selected for the study."
970,"I'll be brief, Doctor. He's very much on the NO. This opinion is confirmed by most even those who have had 5 . if you are a guy you have a chance at 5 only if you are super active you love organic chemistry . you have to go to the guy for a consultation every week and write some extended sheets of paper . It sticks to everything. For girls he is cute and can interrupt a half-sentence conversation with a student if a girl eats a thing or two, although she will look at it. generally, I do not. do not recommend. I lost 10 hours in 3 days of session to flood the fucking analysis. : ! : : ! : : : : evil : : ! : : ! : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - [ color = yellow ] I edited a 100 : twisted : [ / color ]"
971,"Let's start with breakfasts, these are low quality products without taste. Dinners are not tasty, e.g. aubergine baked in overdue cold meat from a few days earlier. The owner of the hotel is a typical boor flies bad tourist type texts because no money non stop tormenting you to buy something in the bar. The Great Nightmare . In addition, the hotel is not allowed to bring drinks from outside, which the owner pays great attention to, and then he becomes a boor."
972,"exactly ! it all depends on the humor of the leader. As if such a slack, he had to put 5 weaves, and a total of 4 or 5 gave probably the most. without the cards at the entrance - so no stress, but as he sometimes asked when giving the protocol - you do not know what to expect. questions from outer space, easy and difficult . I think he checked the cause only at the beginning, then he evaluated it according to the previous ones. once a colleague gave my cause, he looked: and here it is cool, here it is not much. . and what did she have before? ( he looked at the grades), and, that's 4. ( such were more or less) . At the end of the assessment, he wondered what to put me, ordered to show the index, watched and decided - LOL. The heat helps with doing the exercises, it's quite loose, so if you don't want to get tired, but also don't want to be judged fairly, then sign up."
973,"In addition, the system searches for what city we are in and what weather conditions are there, what is the environmental pollution, pollen concentration, because all these factors can cause exacerbation of the disease. For women with asthma, the answers to questions concerning the possibility of getting pregnant and giving birth to a healthy child have been prepared. As prof . Kuna, introduction of such simple tools, allowing better asthma control, is very important. The research shows that the majority of patients do not obtain any therapeutic goals. A large European survey conducted among 10 thousand asthmatic patients, published in 2010 in the journal "" European Respiratory Review "" . . .showed that up to 70% of patients are affected."
974,"Encouraged by a friend, I changed my V3i and K1 Sprint for Siver and Black models. Already on the second day (the first one I did not have time) I survived 'em - that's what I will call it: some disappointment. . . Two varieties of the same model and two TOTAL Clips ! ! ! Hanging firmware in silver and hanging PC is just the beginning of the hitoria . Checking the system and drivers - a few good minutes lost, bad card reading in black - a problem with the back flap already known to many happy ( ? ? ? ? ? ) owners of 6500 slide . . . And this is not the end ! ! ! After a short use - the black one started to grow ugly in the ear and without the BT handset - don't move. . . If you like festivals of squealing during a conversation - I recommend ! ! ! And the rest ? The quality of films is no better than in K1 ( wer . 8xZOOM ); If any of these models survived a fall or a bath - I could understand the faulty behavior of phones, but - nothing of it . These are tools of contact with the world ( business ) and should work properly ( as befits quite expensive cameras ) . I am not impressed by Zeiss' optics, because of that there are solid cameras and cameras - so: as an addition to the phone - they will get away, but THIS IS ONLY! ! ! As a phone - 6500 slide - is not a satisfactory product in comparison to its price and blown brand. The only advantage is the correct recognition of Polish speech, which the Finns managed to do! Compared to the 6300 model - a big improvement. In general - if you plan to buy this model - check where the nearest GSM service is, arm yourselves with patience and a WARNING PHONE. . . The rest will be OK. CONCLUSIONS ! ! !"
975,"A doctor who is worth recommending, quickly and efficiently recognizes diseases and equally quickly tries to provide the necessary help and information. He is easily ""accessible"" because he can be found in several medical centres (both public and private) so he is always available. He may only seem harsh at first, but I assure you that his sense of humor almost never leaves him."
976,"Prof. Janiszewski Course : History of Technology Poles in Technology XIXw [ / b ] TOGETHER - I recommend Easily at 5.0 The guest is in itself terribly difficult to get along with. Credit: Duty cycle ( Does not recognize sick leave etc ) For every absence of 3 hours of work on the ship. 8 hours to work on the ship + some absences It is better to make up quickly because then you will have to go to another city to do your homework: P PERFORM YOURSELF and you will have peace of mind. Of course, you can write a paper, but I wouldn't do it because it's a good idea to read in front of other professors : D What's not interesting : D D DOWN TO DO THIS 8 H HORN WORKS DO NOT PHYSICALLY Scan ANY FOLLOWS : D"
977,"Let's start with the downsideJacuzzi is closed, we were not informed during the reservation although we booked a special sauna + jacuzzi package in the morning and it turned out that it has not worked for several days. In the sauna, the music as at the disco and bright light is located opposite the entrance, unfortunately we felt discomfort. The menu in the restaurant is limited to two main dishes because of the wedding : ( ( ( ( ( Receptionist arrogant raises her voice to a young employee during our reservation . The shower is hard to fit in. The advantages are only the masseur, really professional."
978,"At the very entrance, the hotel stinks. There is mold on the walls, dirty carpet in the rooms. The bathroom smells of chemistry, the hotel does not heat in the rooms is cool. Room equipment is old, the tap moves, the door to the balcony does not close. The food is in small quantities and not tasty. I do not recommend this hotel to anyone."
979,"I don't recommend it - for 200 zloty we got a room in the bungalow, with the windows not closing, it was very cold. The same look of the room as in the eighties. The buildings are scaring us off with their appearance. The sidewalks are curved. - If someone goes with a child learning to walk, it's not to Cormoran. Breakfast is fine, the same look of the main building also ok. But the quality of the accommodation is primarily a room, and this one cries out for vengeance to heaven. If the price was 80 zloty, then I would have no objections and would consider the hotel to be average."
980,"Especially on 16 June, when the Czech Republic - Poland match will be played. Then the city will experience a car invasion not only from the Czech Republic, but also from Poland. In turn, it seems that the airport in Poznan should expect special traffic. Two matches of Croatians, two matches of Italians and two matches of Irish, it is almost certain that the visitors will come primarily by ""air bridge"" . It's a pity that Poznan Law Bank is only trying to build its own hotel. In general, it seems that last Saturday's drawing of groups for the Euro 2012 tournament, held in Kiev, was a favor for Poland. And it's not just about the group Poland was in, but about the fact that in the group phase of the tournament, fate has rather spared us the mass invasions of fans from neighboring countries."
981,"Physics I , Lecture and worship [ / b ] I went to practice regularly, I do not know how to use physics, but I learned before I took the tasks from the script by remembrance (those that were on the letters to do) a few times I reported to the board nice memorized me and I counted practically on the pretty eyes as well as the settled fair Doctor is sredio, if somebody liked it when I had a bed, but if somebody set fire to it, it wasn't even a session to teach it, it's the ""drink with"" that doesn't suit her."
982,"He operated on me. Excellent surgeon, excellent diagnostician, a man dedicated to patients and medicine. He saw 'em - the professor's daily morning rounds at dawn - at 7 o'clock! Afterwards he often participated in other celebrations. On Saturday - also . When there were 'em, he saw 'em, less officially, without the conductor and apron. Such ""Hi guys , fell in to visit em ? How many professors do that? He answered me by phone to an email. He asked 'em if there's a chance to be admitted to the procedure again, after 8 years. The professor called me personally! He asked for a description of services and for the opinion of the headmaster. I received instructions and after some time I was operated on. Comments - art and attitude towards the patient? AL"
983,"Strange situation. Ashtray before entering = can of nuts . The guy who is guarding the parking lot is sitting in the booth and waiting for you to come to it. The next shift is to tell you that you ran away. The next shift pulls your sleeve - "" where's the money? "" . Inside, clean and tidy. The lady in the evening - nice, another lady in the morning - burkish. The elevators are. Early Game, but they are. If you have a window from the courtyard, look up to the sky when you open it. Downstairs you have the suburbs of Tai Pei. Breakfast is like inside and outside. A little good and a little bad. A collage of a lady with an Ermine with a mickie Mouse. I don't know what's going on down there, but it's a little weird. I think it's where two worlds, Gierkowski and the modern one, collide, and they're in a hug."
984,"I'm totally disappointed with my stay at the hotel. It's hard to believe this is a 4-star hotel. Minus: - no hot water - old, rough, split towels - dirty, small bathroom with shower - no safe in the room (it was supposed to be) - closed pool - dust in the room - used, uncomfortable mattress - a small number of workers (still queuing up to the reception desk) - electric kettle plug does not fit into the socket on the desk (only fits into the socket under the desk, I boiled water on the floor) - I found an empty bottle of mineral water in the Plusy bar: none"
986,"Chairman of the Scientific Council of the Polish National Influenza Control Programme prof . Adam Antczak said that the main reason for such a large number of cases was the extremely dangerous swine influenza AH1N1 virus and the fact that in 2015 only 3.4% of the population was vaccinated against the influenza. Poles, less than in previous influenza seasons. Most people in our country were vaccinated against influenza in 2005. - 8.6% of the population . Since then the number of these vaccinations has been decreasing . In 2007, 6.1% of the population was vaccinated. The number of Poles, and between 2012 and 2014 - only 3.7% . ""This is far too little, in this respect we are in one of the last places in Europe"", stressed prof . Antczak ."
987,Beautiful location but . . . nightmarish service - young people behaving like in a communist holiday resort - this is due to a lack of culture and training. . . SPA very average as well as food - the restaurant is rather a canteen . Lack of possibility to regulate the air temperature in the room!
988,"A total failure! ! ! The whole stay a massacre catering . Constant lack of plates, food! Very poor buffet - one kind of meat for lunch - dinner ! ! ! ! ! Waiters pretend, unless they don't see that the food in the heaters ends, so for example, she had to wait 15 minutes to bring scrambled eggs! No fruit for dinner. The hit was the old and dry yeast dough. Room 2015 - full of cigarette butts outside the window! No air conditioning, no kettle, poorly tuned TV. No more ! For such a price you can spend much better time !"
989,"ON PLUS: price, lift, free WiFi in the room and hotel, vending machines with food and drinks in the hotel, individually controlled air conditioning, small flat screen TV, two roller blinds on the window, soundproof window, magnetic card door to the room, shower and sink and toilet in the room, good location (opposite the new Silesian Museum and the National Polish Radio Symphony Orchestra) ON MINUS: not thoroughly cleaned rooms, poor quality towels, too small and not very comfortable pillow, dirty walls and fabric blinds, small room, too low lamp in the middle of the bed headrest."
990,"The study was carried out on over 200 people between 16 and 82 . years of age experiencing so-called psychotic-like symptoms. During the study, it was checked what level of social anxiety characterizes the respondents and how this anxiety may affect the formation of psychotic symptoms. As the researcher explains, by reversing the cognitive bias or modifying it - which can be done by means of special trainings - the probability of developing delusions could theoretically be significantly reduced. ""We then eliminate the factor that favours them. Similar solutions are already being proposed to people who suffer from psychotic disorders. This can also be done for people at risk of psychosis, e.g. relatives of people with psychoses at risk of this type of disorder,"" he points out."
991,"I am very dissatisfied with the atmosphere during the visit. The Doctor advised me against the procedure and probably rightly so. However, the atmosphere of the visit is disastrous and the patient never expects it after a visit to a private office. Even if the patient's problem is ""delusional"" (quoted after the Doctor), the doctor, and especially the doctor receiving in a private practice, has no right to let himself be so patronizing and ""goodbye"" on his forehead with every question asked. I remind you that the visit is not free. I regret that she left me any money there and that she did not share my opinion about her attitude towards the patient with Mrs. Janeczko enough."
992,"""The opportunity to cooperate with such an experienced representative of leasing companies in Poland as BRE Leasing is of great importance to us. We hope that this is the beginning of further cooperation - he concludes. - We are glad that we can cooperate with such a renowned hotel group as B & B, and the leasing transaction of the first hotel of this brand in Poland is particularly valuable for us. We keep our fingers crossed for further expansion of B&B in Poland, we hope that in cooperation with BRE Leasing"". Agnieszka Kaczyńska, Director of Real Estate and Structured Investments Division at BRE Leasing Sp ."
993,"She was with her family in early July for 10 days. There are only two swimming pools in the hotel (not 6), there were no dance courses or discos - as reported on the website of the travel agency. The food is very poor, salty. . . . Breakfast drinks are served free of charge, but for dinner you have to pay even for water. The loungers by the pool were dirty, stuck in the food and the umbrellas flew all over the pool (ordinary cheapest plastic umbrellas with a plastic base not flooded with water or a pen). The bathroom has not been renovated for a very long time, the moisture in the shower. EVERYONE HAS THE RIGHT TO DESCRIBE THEIR FEELINGS - THE HOTEL IS NOT RECOMMENDED."
994,"The hotel is located in the capital city of Funchal, about 25 minutes walk to the center. Nearby public transport stop, restaurants and bars. The hotel rooms are very spacious and have a separate rest room. Nice service, cleaning on the level. There is internet (for a fee - of course). The hotel is surrounded by a garden and there are many walking paths to explore. Food . . . . . .unfortunately very modest and weak, you have to admit that it is beautifully served but there is a waitress service and a menu with little choice. So if someone likes to eat well, they'll have to go to a nearby pub to get some more. The only thing that disappoints is the lack of a beach - any. There is a swimming pool near the hotel - not very frequented. Despite the inconvenience of eating, I consider my stay at the hotel to be a successful time in Madeira."
995,"I think that your professor is certainly a specialist in her field, but she often cancels or postpones appointments, is sometimes not punctual, accepts people from outside the queue and is the first to do so. She has experienced this on her own, waiting in front of the office and seeing how the next people ""without a number"" enter before those registered, because they were for example asked by the professor to enter the office. It is appalling, but the patients agree to it because they are determined. I have been treating you for a few months, unfortunately I don't see much improvement so far. I agree with the above opinions in one thing - your professor is kind to the patient."
996,"During the conference Prof. Maciejewski pointed out that the centre in Gliwice is a clinic for oncological and reconstructive surgery and is not a replantological centre - there are no such duty stations, no trauma facilities etc. ""Therefore, in such cases, which include not only injuries to the head and neck region, requiring microvascular intervention, in this case of replantation, we are not able to provide adequate care for patients whose injuries affect a larger area and a larger range,"" he said . At the same time he assured that of course doctors will provide assistance in case of need, because at present in Poland, as he said, there is no specialised centre for face, neck and multi-organ trauma replantation."
997,"She got to her with her six-month-old daughter after visiting another allergologist earlier and I am very happy . She has an attitude towards children, as far as I know she is also a pediatrician. She has examined her daughter carefully, she listened. She listened to me and interviewed me thoroughly. She has made us a detailed diet plan, she has given us a lot of advice and guidance about what I have to eat (breastfeeding) and how to extend the diet to my daughter. Thanks to her, she didn't have to starve (the previous doctor didn't let me eat anything) and quite quickly established what is not harmful. She installed herself with problems with blood in her stool and referred us to additional examinations (another doctor denied it). When she told me that I don't want to give the baby artificial milk, she didn't mention it once again, but she focused on my diet. Very nice, warm person. I recommend it."
998,"I went to this hotel with my boyfriend in May 2017. They spent a week there. I can't express myself about the place except positively. : ) Rooms: The rooms were very clean, cleaned daily. Towels were also changed every day. When the windows are closed the noise from the street is not so annoying. Location: Hotel located close to pharmacies and shops where we can get everything we need on holiday. In terms of noise, this hotel is located near the beach and bars, so there is nothing to expect it to be perfectly quiet, but it is also not the noise that would prevent you from sleeping. Food: The food was delicious! I am still looking for some recipes. The service in the restaurant is very helpful and very nice. You could easily irrigate yourself between meals (which is not so obvious in all hotels). In addition, we went on a trip with our boyfriend to the city of Zakynthos (I recommend it is only a 40-minute walk), as well as for a long hour's walk through the island and without any complications (of course, the day before) we received from the kitchen delicious sandwiches and water for the road. The food in the restaurant was varied, full of both tasty lunch dishes and desserts or fruit - applause for the Chef. And with such a great, customer-caring service as this restaurant you can sometimes only dream of. The only thing she could have noticed was the water in the pool, because it was very cold. But this was because it wasn't heated and in May the sun wasn't yet warmed so that the pool was hot. The biggest advantage is undoubtedly the kitchen."
999,"I have spent two weeks in this hotel and I am one hundred percent satisfied with the service, nice smiling food, delicious, varied games, entertainment all day long until the evening afternoon, the whole staff is engaged to make our holiday as pleasant as possible I recommend to everyone one hundred percent animators fantastic my grandson was delighted and at the end of his stay he crying because he has to leave is probably the best opinion."
1003,"The album worked very well for a little over 4 months, after which, even though it did not cook on it all day, and what is more, no pot was standing on it in the evening, it started to crack and after a dozen or so minutes, the inside spilled into a tiny poppy. Of course, the warranty does not cover glass elements, and you in Amica's customer service could not believe that nobody hit this plate and it broke on its own, even though there is no trace of cracking on the outer layer of the plate! I advise against this board, I will never buy anything from this company again! ! !"
1009,"I was at her house once for a rehearsal, she kicked me out an hour before I finished my labs, she's inaccessible, gossiping, chatting, humiliating and screaming at students. You don't have any chance with her. evil:"
1011,"She got to Doctor Wincewicz by order and she didn't disappoint me. The doctor carried out my first pregnancy by book ! During the pregnancy my husband accompanied me during every visit. We were received very warmly. We were given answers to every question that tormented us. Doctor Wincewicz is a person very open to human problems with great knowledge and experience. She felt that we are in good hands! Her son was born healthy, for which we are eternally grateful! During the next pregnancy we will also knock on the door of Dr. Wincewicz's office ! ! ! Olga, Łukasz and Szymonek: )"
1013,"mixed feelings after the visit . . . . . .the whole visit lasted less than 5 minutes with the ultrasound. . . The doctor found the pregnancy between 5 and 6 weeks and said it was too early to say anything. In the age of the internet everyone is ""wiser"" than the doctor but nevertheless he should mention folic acid, or supplements to support it and make sure what to avoid to support the fetus. . . . . not what I expected especially after a visit to a private practice"
1014,"Family hotel decorated in mountain style. To the center ok . 10 min walk . At the hotel there is a bus stop from where every 30 minutes there is a bus to the ski station and goes about 10 minutes. It is worthwhile to use the hotel's transport to the ski lifts, as it is faster, the bus goes about. 5 min . The hotel staff is very nice and speaks good English. Breakfast is good and plentiful, although every day the same. You can also order dinners at the hotel, they are very tasty (they consist of 4 dishes including dessert). This is a good option if you don't want to go downtown looking for a restaurant. A small pool and sauna, all very clean. The rooms are furnished in wood, with a small kitchenette, which is very comfortable. It is worthwhile to order a skipass at the hotel as you can pick it up at the hotel, pay at check-out and it is about 5 - 10% cheaper than the ski lift. The hotel has free parking. The ski room is outside the hotel, but the room is quite poorly heated and shoes do not dry out. I recommend the hotel because of the very quiet surroundings but quite a short distance from the centre of the village."
1016,"She was at the doctor's office (admittedly only for the first time) but I confirm that she is nice. Visiting him is stress-free. As far as competence is concerned, I can't say yet, but going to him she read my opinions on this portal and so far I don't regret that she chose him."
